MemberID,TotalAttendance,Went,NoShow,DidntGo,WentPct,NoShowPct,DidntGoPct,fit.cluster
145,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
146,3.041030036,1.261415524,6.844207882,-0.222887196,0.297521806,2.137257498,-0.211529613,5
147,0.365009426,0.441026781,0.809896723,-0.222887196,1.083607624,1.281921636,-0.211529613,4
148,2.149023166,-0.379361962,3.223621187,4.498914163,-0.488564011,1.281921636,2.27814908,2
149,1.257016296,2.90219301,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
150,0.365009426,1.261415524,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
151,-0.080994009,0.441026781,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
152,0.365009426,-0.379361962,2.016758955,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
153,1.703019731,1.261415524,2.016758955,-0.222887196,0.769173297,0.939787291,-0.211529613,5
154,0.365009426,0.441026781,0.809896723,-0.222887196,1.083607624,1.281921636,-0.211529613,4
155,3.041030036,1.261415524,3.223621187,4.498914163,0.297521806,0.854253705,1.655916152,2
156,0.365009426,1.261415524,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
157,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
158,1.703019731,-0.379361962,2.016758955,-0.222887196,-0.488564011,0.939787291,-0.211529613,5
159,1.257016296,2.081804267,-0.396965509,2.138013484,1.869693442,-0.428750088,1.655916152,3
160,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
161,0.811012861,-0.379361962,3.223621187,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
162,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
163,-0.080994009,0.441026781,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
164,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
165,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
166,-0.080994009,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
167,5.271047212,6.183747983,2.016758955,-0.222887196,1.446464837,0.097452535,-0.211529613,1
168,0.811012861,1.261415524,0.809896723,-0.222887196,1.607769647,0.711583683,-0.211529613,3
169,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
170,0.365009426,1.261415524,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
171,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
172,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
173,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
174,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
175,-0.080994009,0.441026781,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
176,3.041030036,2.081804267,2.016758955,4.498914163,0.690564715,0.426585774,1.655916152,2
177,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
178,0.365009426,-0.379361962,0.809896723,2.138013484,-0.488564011,1.281921636,3.523361916,2
179,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
180,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
181,3.041030036,1.261415524,5.63734565,2.138013484,0.297521806,1.709589567,0.722193269,5
182,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
183,0.365009426,1.261415524,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
184,1.703019731,0.441026781,3.223621187,2.138013484,0.140304643,1.624055981,1.282426999,5
185,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
186,3.933036906,2.081804267,5.63734565,-0.222887196,0.45473897,1.281921636,-0.211529613,5
187,-0.080994009,0.441026781,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
188,0.365009426,1.261415524,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
189,-0.080994009,-0.379361962,-0.396965509,2.138013484,-0.488564011,-0.428750088,7.258253446,2
190,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
191,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
192,3.487033471,4.542970497,-0.396965509,2.138013484,1.607769647,-0.428750088,0.618363285,1
193,1.257016296,2.90219301,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
194,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
195,4.379040342,5.36335924,-0.396965509,4.498914163,1.512496046,-0.428750088,1.146476947,1
196,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
197,3.487033471,2.90219301,2.016758955,2.138013484,0.908782138,0.331472426,0.618363285,1
198,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
199,0.365009426,-0.379361962,2.016758955,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
200,3.487033471,2.081804267,5.63734565,-0.222887196,0.559445601,1.472148332,-0.211529613,5
201,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
202,0.811012861,1.261415524,-0.396965509,-0.222887196,1.607769647,-0.428750088,-0.211529613,3
203,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
204,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
205,2.595026601,2.081804267,3.223621187,-0.222887196,0.859101515,1.037637714,-0.211529613,5
206,-0.080994009,0.441026781,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
207,-0.080994009,0.441026781,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
208,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
209,0.811012861,0.441026781,-0.396965509,2.138013484,0.559445601,-0.428750088,2.27814908,2
210,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
211,1.703019731,2.081804267,2.016758955,-0.222887196,1.398041951,0.939787291,-0.211529613,5
212,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
213,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
214,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
215,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
216,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
217,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
218,-0.080994009,0.441026781,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
219,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
220,1.257016296,0.441026781,0.809896723,2.138013484,0.297521806,0.426585774,1.655916152,2
221,0.811012861,2.081804267,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
222,4.379040342,2.90219301,0.809896723,-0.222887196,0.654719202,-0.117749968,-0.211529613,1
223,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
224,3.041030036,3.722581753,3.223621187,-0.222887196,1.476650533,0.854253705,-0.211529613,5
225,1.257016296,1.261415524,0.809896723,2.138013484,1.083607624,0.426585774,1.655916152,2
226,1.703019731,-0.379361962,3.223621187,-0.222887196,-0.488564011,1.624055981,-0.211529613,5
227,1.703019731,1.261415524,2.016758955,-0.222887196,0.769173297,0.939787291,-0.211529613,5
228,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
229,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
230,-0.080994009,0.441026781,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
231,1.703019731,2.90219301,-0.396965509,2.138013484,2.026910605,-0.428750088,1.282426999,1
232,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
233,2.595026601,1.261415524,3.223621187,-0.222887196,0.409774861,1.037637714,-0.211529613,5
234,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
235,2.595026601,2.90219301,-0.396965509,6.859814842,1.308113734,-0.428750088,2.990019406,2
236,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
237,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
238,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
239,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
240,-0.080994009,0.441026781,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
241,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
242,-0.080994009,-0.379361962,0.809896723,-0.222887196,-0.488564011,2.99259336,-0.211529613,4
243,2.149023166,2.081804267,2.016758955,-0.222887196,1.083607624,0.711583683,-0.211529613,5
244,1.257016296,1.261415524,0.809896723,-0.222887196,1.083607624,0.426585774,-0.211529613,3
245,3.041030036,2.081804267,0.809896723,4.498914163,0.690564715,-0.001082157,1.655916152,2
246,1.257016296,1.261415524,-0.396965509,4.498914163,1.083607624,-0.428750088,3.523361916,2
247,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
248,4.379040342,1.261415524,5.63734565,-0.222887196,0.083077595,1.126250509,-0.211529613,5
249,4.379040342,4.542970497,-0.396965509,2.138013484,1.226675243,-0.428750088,0.467473667,1
250,3.933036906,5.36335924,3.223621187,-0.222887196,1.712476278,0.597652947,-0.211529613,1
251,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
252,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
253,2.595026601,4.542970497,-0.396965509,-0.222887196,2.206452606,-0.428750088,-0.211529613,1
254,4.379040342,7.004136726,0.809896723,-0.222887196,2.084137653,-0.117749968,-0.211529613,1
255,2.149023166,0.441026781,4.430483418,-0.222887196,0.035598012,1.852259589,-0.211529613,5
256,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
257,3.933036906,6.183747983,-0.396965509,-0.222887196,2.026910605,-0.428750088,-0.211529613,1
258,0.365009426,-0.379361962,0.809896723,-0.222887196,-0.488564011,1.281921636,-0.211529613,4
259,0.811012861,1.261415524,-0.396965509,2.138013484,1.607769647,-0.428750088,2.27814908,2
260,-0.080994009,0.441026781,-0.396965509,-0.222887196,2.655779259,-0.428750088,-0.211529613,3
261,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
262,-0.080994009,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
263,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
264,3.487033471,4.542970497,-0.396965509,4.498914163,1.607769647,-0.428750088,1.448256183,1
265,-0.080994009,-0.379361962,-0.396965509,2.138013484,-0.488564011,-0.428750088,7.258253446,2
266,-0.080994009,-0.379361962,-0.396965509,2.138013484,-0.488564011,-0.428750088,7.258253446,2
267,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
268,1.257016296,0.441026781,2.016758955,2.138013484,0.297521806,1.281921636,1.655916152,5
269,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
270,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
271,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
272,-0.526997444,-0.379361962,-0.396965509,-0.222887196,-0.488564011,-0.428750088,-0.211529613,6
